metrics,morgan_1,morgan_33,morgan_41,morgan_63,morgan_80,morgan_104,morgan_114,morgan_142,morgan_165,morgan_186,morgan_197,morgan_216,morgan_230,morgan_258,morgan_294,morgan_310,morgan_314,morgan_325,morgan_330,morgan_346,morgan_350,morgan_378,morgan_392,morgan_437,morgan_441,morgan_444,morgan_540,morgan_561,morgan_573,morgan_585,morgan_592,morgan_644,morgan_647,morgan_656,morgan_667,morgan_689,morgan_695,morgan_699,morgan_720,morgan_725,morgan_730,morgan_739,morgan_816,morgan_828,morgan_875,morgan_881,morgan_926,morgan_935,morgan_950,morgan_960,morgan_1019,morgan_1027,morgan_1039,morgan_1043,morgan_1057,morgan_1060,morgan_1066,morgan_1087,morgan_1088,morgan_1096,morgan_1102,morgan_1114,morgan_1152,morgan_1162,morgan_1199,morgan_1221,morgan_1224,morgan_1236,morgan_1243,morgan_1294,morgan_1295,morgan_1324,morgan_1325,morgan_1357,morgan_1365,morgan_1417,morgan_1440,morgan_1452,morgan_1464,morgan_1476,morgan_1480,morgan_1487,morgan_1507,morgan_1535,morgan_1573,morgan_1581,morgan_1586,morgan_1603,morgan_1665,morgan_1670,morgan_1683,morgan_1722,morgan_1754,morgan_1756,morgan_1757,morgan_1816,morgan_1855,morgan_1866,morgan_1908,morgan_1928,morgan_1946,morgan_1948,morgan_1980,morgan_1985
mean,0.2618896639188332,0.16423589093214966,0.28408370323398857,0.40710209258084973,0.7266962587190868,0.1293595434369055,0.16106531388712747,0.4457831325301205,0.4514901712111604,0.15472415979708307,0.20164870006341154,0.518706404565631,0.13189600507292326,0.18389346861128725,0.14965123652504755,0.12555485098287889,0.24603677869372226,0.1699429296131896,0.16423589093214966,0.12872542802790107,0.18199112238427395,0.8623969562460367,0.13950538998097653,0.15599239061509196,0.1160431198478123,0.14584654407102093,0.27710843373493976,0.570703868103995,0.2187698161065314,0.11350665821179455,0.140139505389981,0.12048192771084337,0.33354470513633483,0.27647431832593533,0.21179454660748256,0.2238427393785669,0.1896005072923272,0.20038046924540268,0.13253012048192772,0.14521242866201647,0.13316423589093215,0.15979708306911858,0.32656943563728597,0.13379835129993659,0.7812301838934687,0.2517438173747622,0.5897273303741281,0.5142675967025999,0.140139505389981,0.17691819911223844,0.4299302473050095,0.22320862396956245,0.3322764743183259,0.17247939124920736,0.5973367152821814,0.1927710843373494,0.2733037412809131,0.3024730500951173,0.7622067216233355,0.1794546607482562,0.11857958148383006,0.21496512365250475,0.7901077996195307,0.13950538998097653,0.4590995561192137,0.13823715916296767,0.4362714013950539,0.15852885225110971,0.14204185161699429,0.18833227647431833,0.11984781230183894,0.1896005072923272,0.20545339251743816,0.45529486366518707,0.20164870006341154,0.12111604311984782,0.18199112238427395,0.2041851616994293,0.19720989220038046,0.18452758402029168,0.24540266328471783,0.1636017755231452,0.13253012048192772,0.7209892200380469,0.32403297400126824,0.17501585288522511,0.23081800887761572,0.6639188332276474,0.1192136968928345,0.17438173747622068,0.6258719086873811,0.15726062143310082,0.36207989854153455,0.1483830057070387,0.41407736207989854,0.5142675967025999,0.48319594166138236,0.3037412809131262,0.33100824350031705,0.23335447051363348,0.140139505389981,0.14774889029803423,0.2219403931515536,0.14204185161699429
std,0.4398023673606008,0.3706070136051892,0.45111994093716845,0.491450030356074,0.4457968450975631,0.3357039096224978,0.36770778706803864,0.49720950873676917,0.49779908879293794,0.3617562429603075,0.4013585063527669,0.49980844113852774,0.33848500831399264,0.3875201764050642,0.35684238812392904,0.3314521000235443,0.43083684495565433,0.3757017924397283,0.3706070136051892,0.33500202487297986,0.38595960234452426,0.3445921405676325,0.3465830433923806,0.36296322749087057,0.32037821584056686,0.35306426456594275,0.4477124700901944,0.4951327301835198,0.41354326114029555,0.31731174540046186,0.34724182363188827,0.32562750211918623,0.4716287559490035,0.44739601719189587,0.4087096053660407,0.4169501249855686,0.39210923216493565,0.4004120432627817,0.33917375421047435,0.3524266437661824,0.33985992044097896,0.36653399149386395,0.46910700661911187,0.34054352259891896,0.413543261140295,0.4341524976107006,0.4920391520264823,0.49995493392982737,0.3472418236318921,0.3817205093237392,0.4952229234016085,0.41652917183742894,0.47117894545528566,0.3779164136730342,0.490589626471692,0.3945999631779032,0.4457968450975625,0.45947467458961594,0.4258669275491709,0.3838542935282286,0.3233957067765386,0.4109284577477366,0.40736064048647425,0.3465830433923834,0.49848241862805465,0.3452582158298633,0.4960793466500291,0.3653520197158014,0.3492037945462512,0.3911012970416681,0.3248865122773535,0.3921092321649328,0.4041607058554551,0.4981554095981693,0.4013585063527664,0.32636557676636146,0.3859596023445279,0.4032327944321693,0.39801834919765267,0.3880368992558219,0.4304621891199531,0.3700311602970147,0.33917375421047435,0.4486551087523794,0.4681608566983285,0.3801011959528263,0.4214898677423728,0.4725168742526146,0.32414258724844003,0.3795577694856611,0.4840504507922238,0.36416179212058425,0.4807542046485841,0.3555920000118551,0.4927182209745764,0.49995493392982726,0.4998760585306553,0.46001815681075503,0.47072528610937725,0.42310007910174835,0.34724182363189415,0.35496345397121054,0.4156830828633551,0.3492037945462518
